supplier,item_code,item_description,retail_sales,retail_transfers,warehouse_sales,date,cpi,unemployment_rate,fuel_price,competitor_price,customer_rating,lag_sales_1,rolling_mean_sales_7,item_type_DUNNAGE,item_type_KEGS,item_type_LIQUOR,item_type_NON-ALCOHOL,item_type_REF,item_type_STR_SUPPLIES,item_type_WINE,brand_Budweiser,brand_Corona,brand_Generic Brand,brand_Jack Daniel's,brand_Smirnoff,brand_Sutter Home,region_North,region_South,region_West,payment_method_Credit Card,payment_method_Online,weather_Rainy,weather_Sunny
SOUTHERN GLAZERS WINE AND SPIRITS,332959,BERONIA RIOJA RESA - 750ML,0.0,0.0,2.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.0,4.9,1.0,1.5,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True
REPUBLIC NATIONAL DISTRIBUTING CO,319751,BERTANI VAL - 750ML,1.56,1.0,0.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,1.6202514103370662,4.9,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False
REPUBLIC NATIONAL DISTRIBUTING CO,319751,BERTANI VAL - 750ML,0.82,2.0,0.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.8098393365421033,4.6,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False
CABERNET CORPORATION,60945,BERTON VINEYARDS SAUVIGNON BLANC 750ML,0.0,0.0,1.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.0,4.7,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
CABERNET CORPORATION,60912,BERTON VINEYARDS THE BLACK SHIRAZ 750ML,1.37,2.0,6.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,1.358240044426564,4.2,14.0,10.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
ELITE WINES IMPORTS,335003,BESO DE RECHENNA CAVA - 750ML,0.0,0.0,2.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,0.0,5.0,10.0,6.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,True
ELITE WINES IMPORTS,335003,BESO DE RECHENNA CAVA - 750ML,0.0,0.0,8.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.0,3.6,2.0,6.666666666666667,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
REPUBLIC NATIONAL DISTRIBUTING CO,166472,BESO DEL SOL PINK SANGRIA - 1.5L,0.0,0.0,1.0,2020-09-01,104.67309393453672,5.066327815175181,3.2078787595436165,0.0,4.4,2.0,1.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
REPUBLIC NATIONAL DISTRIBUTING CO,346877,BESO DEL SOL SANGRIA - 1.5L,0.0,0.0,4.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,0.0,3.7,10.0,7.0,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
REPUBLIC NATIONAL DISTRIBUTING CO,346877,BESO DEL SOL SANGRIA - 1.5L,0.0,0.0,14.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.0,5.0,4.0,9.333333333333334,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False
REPUBLIC NATIONAL DISTRIBUTING CO,328047,BESO DEL SOL SANGRIA - 3L,0.51,0.0,5.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,0.4972937436279521,3.8,12.0,8.5,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False
REPUBLIC NATIONAL DISTRIBUTING CO,328047,BESO DEL SOL SANGRIA - 3L,0.17,1.0,2.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.16152290967005936,4.5,5.0,6.333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False
REPUBLIC NATIONAL DISTRIBUTING CO,346933,BESO DEL SOL SANGRIA - 500ML,0.0,0.0,3.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.0,4.4,3.0,3.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True
REPUBLIC NATIONAL DISTRIBUTING CO,311732,BESO DEL SOL SANGRIA WHITE - 1.5L,0.0,0.0,3.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.0,4.2,2.0,2.5,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
REPUBLIC NATIONAL DISTRIBUTING CO,346795,BESO DEL SOL WHITE SANGRIA - 3L,0.0,0.0,2.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,0.0,4.3,7.0,4.5,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
REPUBLIC NATIONAL DISTRIBUTING CO,346795,BESO DEL SOL WHITE SANGRIA - 3L,0.0,0.0,2.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.0,4.5,2.0,3.6666666666666665,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True
LEGENDS LTD,63317,BETTER WINE CO. DRY ROSE 6/4 250ML CAN,0.0,0.0,4.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.0,3.8,1.0,2.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
LEGENDS LTD,63315,BETTER WINE CO. NITRO ROSE SPRITZER 6/4 250ML CAN,0.0,0.0,2.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.0,4.3,2.0,2.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
LEGENDS LTD,63318,BETTER WINE CO. WHITE SPRITZER 6/4 250ML CAN,0.0,0.0,2.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.0,4.5,1.0,1.5,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
LANTERNA DISTRIBUTORS INC,323532,BETWEEN THE VINES P/NOIR - 750ML,0.32,0.0,6.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,0.31226456254349816,4.6,8.0,7.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
LANTERNA DISTRIBUTORS INC,323532,BETWEEN THE VINES P/NOIR - 750ML,0.08,0.0,3.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.07663897030666414,4.1,6.0,5.666666666666667,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False
BACCHUS IMPORTERS LTD,96069,BEX RIES - 750ML,0.0,0.0,9.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.0,4.4,10.0,9.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
LANTERNA DISTRIBUTORS INC,311684,BEYRA BRANCO - 750ML,0.0,0.0,1.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,0.0,3.7,3.0,2.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
LANTERNA DISTRIBUTORS INC,311684,BEYRA BRANCO - 750ML,0.0,0.0,2.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.0,3.7,1.0,2.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False
DEUTSCH FAMILY WINE & SPIRITS,335696,BIB & TUCKER BOURBON - 750ML,22.34,22.0,0.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,22.364073157096083,3.8,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False
DEUTSCH FAMILY WINE & SPIRITS,335696,BIB & TUCKER BOURBON - 750ML,20.2,18.0,0.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,21.001670498093652,4.9,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
MONSIEUR TOUTON SELECTION,238908,BIBI GRAETZ GRILLI TOSCANA - 750ML,0.0,0.0,2.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,0.0,4.6,3.0,2.5,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
MONSIEUR TOUTON SELECTION,238908,BIBI GRAETZ GRILLI TOSCANA - 750ML,0.0,0.0,1.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.0,4.8,2.0,2.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
LANTERNA DISTRIBUTORS INC,311506,BICERIN DI GIANDUIOTTO ITALIAN CHOC LIQ - 50ML,0.05,0.0,0.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,0.04970032222689915,4.7,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
THE WINE GROUP,80002,BIG HOUSE BIRDMAN P/GRIG - 3L,0.0,0.0,1.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.0,4.8,5.0,3.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
THE WINE GROUP,80893,BIG HOUSE BIRDMAN P/GRIG - 750ML,0.16,0.0,2.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.1573409481785342,4.7,5.0,3.5,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True
THE WINE GROUP,83579,BIG HOUSE RED - 3L,0.0,0.0,1.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.0,4.7,0.0,0.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
THE WINE GROUP,46728,BIG HOUSE RED - 750ML,0.0,0.0,1.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.0,4.2,2.0,1.5,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
OPICI FAMILY DISTRIBUTING OF MD,347646,BIG SMOOTH CABERNET,0.32,0.0,13.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,0.31204388756566487,3.9,17.0,15.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True
OPICI FAMILY DISTRIBUTING OF MD,347646,BIG SMOOTH CABERNET,0.08,0.0,5.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.08194962052200971,3.8,13.0,11.666666666666666,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
OPICI FAMILY DISTRIBUTING OF MD,310666,BIG SMOOTH OLD VINE ZIN - 750ML,0.0,0.0,2.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,0.0,3.6,1.0,1.5,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
OPICI FAMILY DISTRIBUTING OF MD,310666,BIG SMOOTH OLD VINE ZIN - 750ML,0.0,0.0,2.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.0,4.2,2.0,1.6666666666666667,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
PRESTIGE BEVERAGE GROUP OF MD LLC,307479,BILA HAUT RED - 750ML,0.49,1.0,0.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,0.5060913860895495,4.7,1.0,0.5,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,True,False
PRESTIGE BEVERAGE GROUP OF MD LLC,307479,BILA HAUT RED - 750ML,0.32,0.0,1.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.3267104061921255,3.6,0.0,0.6666666666666666,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False
PRESTIGE BEVERAGE GROUP OF MD LLC,312146,BILA HAUT RSE - 750ML,0.24,0.0,0.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,0.23676355186572656,4.9,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
PRESTIGE BEVERAGE GROUP OF MD LLC,312146,BILA HAUT RSE - 750ML,0.33,0.0,0.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.33277373657665354,5.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
PRESTIGE BEVERAGE GROUP OF MD LLC,307401,BILA HAUT WHITE - 750ML,0.0,0.0,1.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.0,4.4,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
ELITE WINES IMPORTS,44903,BILLECART SALMON BRUT RES - 750ML,0.51,0.0,3.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.5088771286242559,4.4,1.0,2.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
ELITE WINES IMPORTS,311589,BILLECART SALMON BRUT RSE NV - 750ML,0.0,0.0,2.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,0.0,4.0,3.0,2.5,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False
ELITE WINES IMPORTS,311589,BILLECART SALMON BRUT RSE NV - 750ML,0.0,1.0,4.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.0,3.7,2.0,3.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True
ROYAL WINE CORP,40167,BINYAMINA CHOCOLATE LIQ - 750ML,0.32,0.0,0.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.32910509694699125,3.8,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
ROYAL WINE CORP,159603,BINYAMINA RES CAB - 750ML,0.0,0.0,1.0,2020-09-01,104.67309393453672,5.066327815175181,3.2078787595436165,0.0,3.5,2.0,1.5,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
ROYAL WINE CORP,159638,BINYAMINA RES MER - 750ML,0.0,0.0,1.0,2020-09-01,104.67309393453672,5.066327815175181,3.2078787595436165,0.0,4.2,3.0,2.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
ROYAL WINE CORP,314413,BINYAMINA RES ZIN - 750ML,0.08,0.0,0.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,0.08248378730294602,3.6,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False
ROYAL WINE CORP,319520,BINYAMINA S/BLC SPEC RES - 750ML,0.0,0.0,4.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,0.0,4.2,2.0,3.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,True
ROYAL WINE CORP,346915,BINYAMINA TRIPLE SEC - 750ML,0.24,0.0,0.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,0.2285770644466978,3.6,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True
ROYAL WINE CORP,346915,BINYAMINA TRIPLE SEC - 750ML,0.08,0.0,0.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.08274060652080359,4.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True
ROYAL WINE CORP,304914,BINYAMINA YOGEV CAB - 750ML,0.66,1.0,2.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,0.6799330397553337,5.0,0.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False
ROYAL WINE CORP,304914,BINYAMINA YOGEV CAB - 750ML,0.58,0.0,1.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.5515145801980725,3.8,2.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False
ROYAL WINE CORP,360619,BINYAMINA YOGEV CAB MER - 750ML,0.0,0.0,2.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.0,4.9,1.0,1.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
ROYAL WINE CORP,42476,BINYAMINA YOGEV CAB SHZ - 750ML,0.41,0.0,1.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.4185692336880292,4.6,0.0,0.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
ROYAL WINE CORP,46198,BINYAMINA YOGEY CAB PET/VERD - 750ML,0.33,0.0,1.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.32578283157702437,4.9,2.0,1.5,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False
ROYAL WINE CORP,360597,BINYAMINA YOGEY CHARD S/BLC - 750ML,0.16,0.0,1.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.1646699693949471,3.8,0.0,0.5,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False
WESTERN SPIRITS BEVERAGE COMPANY LLC,80371,BIRD DOG APPLE WHISKEY - 750ML,1.52,2.0,0.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,1.4580679426832086,3.9,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
WESTERN SPIRITS BEVERAGE COMPANY LLC,79401,BIRD DOG BLACKBERRY WHISKEY - 750ML,3.05,3.0,0.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,2.9582706029780095,4.8,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
WESTERN SPIRITS BEVERAGE COMPANY LLC,70143,BIRD DOG MAPLE WHISKEY - 750ML,0.68,0.0,0.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.6774706194030339,3.8,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False
WESTERN SPIRITS BEVERAGE COMPANY LLC,70344,BIRD DOG PEACH WHISKEY - 750ML,18.85,17.0,0.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,18.48378620569271,3.7,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False
CONSTANTINE WINES INC,352156,BIRRA DOLOMITI PILS - 11.2OZ,0.0,0.0,1.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,0.0,4.7,1.0,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
CONSTANTINE WINES INC,352156,BIRRA DOLOMITI PILS - 11.2OZ,0.0,0.0,4.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.0,4.1,1.0,2.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False
"THE COUNTRY VINTNER, LLC DBA WINEBOW",195413,BISHOPS PEAK CHARD - 750ML,0.0,0.0,5.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,0.0,4.9,5.0,5.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
"THE COUNTRY VINTNER, LLC DBA WINEBOW",195413,BISHOPS PEAK CHARD - 750ML,0.0,0.0,8.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.0,3.7,5.0,6.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False
"THE COUNTRY VINTNER, LLC DBA WINEBOW",195413,BISHOPS PEAK CHARD - 750ML,0.0,0.0,2.0,2020-09-01,104.67309393453672,5.066327815175181,3.2078787595436165,0.0,3.8,8.0,5.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,True
"THE COUNTRY VINTNER, LLC DBA WINEBOW",304875,BISHOPS PEAK P/NOIR - 750ML,0.0,0.0,2.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,0.0,4.5,1.0,1.5,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
"THE COUNTRY VINTNER, LLC DBA WINEBOW",304875,BISHOPS PEAK P/NOIR - 750ML,0.0,0.0,1.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.0,4.3,2.0,1.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
UNITED STATES DISTILLED PRODUCTS,70326,BISON RIDGE 8YR CAN WHISKY - 750ML,0.17,0.0,0.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.16165755182754465,4.9,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
OPICI FAMILY DISTRIBUTING OF MD,337125,BISON RIDGE CAB - 750ML,0.0,0.0,2.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,0.0,4.8,2.0,2.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
OPICI FAMILY DISTRIBUTING OF MD,337125,BISON RIDGE CAB - 750ML,0.0,0.0,2.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.0,4.4,2.0,2.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True
OPICI FAMILY DISTRIBUTING OF MD,337127,BISON RIDGE CHARD - 750ML,0.0,0.0,2.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,0.0,3.9,2.0,2.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False
NICHE IMPORTERS,48548,BISTRA SLIVOVITZ PLUM BRANDY - 750ML,2.36,5.0,0.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,2.3724782172360133,4.2,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
LEGENDS LTD,99090,BITBURGER 1/2K,0.0,0.0,2.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.0,4.1,2.0,2.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
LEGENDS LTD,8192,BITBURGER 2/12 NR - 11.2OZ,0.0,0.0,7.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.0,4.0,1.0,4.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
ST KILLIAN IMPORTING CO INC,97420,BITBURGER 4/6 11.2 OZ NR,21.0,22.0,50.75,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,21.083521404622058,4.5,19.0,34.875,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
LEGENDS LTD,8281,BITBURGER 4/6 CANS - 16.9OZ,7.78,6.0,16.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,7.923317947705992,3.9,7.0,11.5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True
LEGENDS LTD,99665,BITBURGER NA 4/6 NR - 11.2OZ,0.5,0.0,22.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.5060103385428276,3.7,8.0,15.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
"THE COUNTRY VINTNER, LLC DBA WINEBOW",339270,BITCH GREN - 750ML,0.66,0.0,1.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,0.6302660087402393,4.4,0.0,0.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False
RELIABLE CHURCHILL LLLP,46232,BITTER TRUTH CELERY BITTERS - 200ML,0.08,0.0,0.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.08270917921606225,4.8,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
RELIABLE CHURCHILL LLLP,71993,BITTER TRUTH GOLDEN FALERNUM -750ML,0.17,0.0,0.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.16292895045147077,4.8,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
RELIABLE CHURCHILL LLLP,46229,BITTER TRUTH XOCOLATL MULE - 200ML,0.4,0.0,0.0,2020-07-01,102.97864308086773,5.458510897320036,3.4415503305958706,0.38281328316858465,4.7,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
BITTERMILK LLC,166722,BITTERMILK  #5 GRAPEFRUIT TONIC - SEA SALT- 170Z,3.59,0.0,0.0,2020-09-01,104.67309393453672,5.066327815175181,3.2078787595436165,3.543450861036175,4.7,0.0,0.0,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
BITTERMILK LLC,166718,BITTERMILK #1 BOURBON AGED OLD FASHIONED 8OZ,4.18,0.0,0.0,2020-09-01,104.67309393453672,5.066327815175181,3.2078787595436165,4.355202825856825,3.8,0.0,0.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False
BITTERMILK LLC,166720,BITTERMILK #2  TOM COLLINS -17OZ,2.61,0.0,0.0,2020-09-01,104.67309393453672,5.066327815175181,3.2078787595436165,2.495126481543057,4.7,0.0,0.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
BITTERMILK LLC,166719,BITTERMILK #3 SMOKED HONEY WHISKEY SOUR- 17OZ,3.14,0.0,0.0,2020-09-01,104.67309393453672,5.066327815175181,3.2078787595436165,3.030911451298371,4.4,0.0,0.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False
BITTERMILK LLC,166726,BITTERMILK #4 NEW ORLEANS OLD FASH RGE-8OZ,2.42,0.0,0.0,2020-09-01,104.67309393453672,5.066327815175181,3.2078787595436165,2.4241091457035395,4.4,0.0,0.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
BITTERMILK LLC,166727,BITTERMILK #6 OAXACAN OLD FASHIONED 8OZ,2.66,0.0,0.0,2020-09-01,104.67309393453672,5.066327815175181,3.2078787595436165,2.679862932173971,4.0,0.0,0.0,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
BITTERMILK LLC,166723,BITTERMILK BOURBON AGED OLD FASHIONED  - 5PK,2.18,0.0,0.0,2020-09-01,104.67309393453672,5.066327815175181,3.2078787595436165,2.1103364650458176,4.0,0.0,0.0,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
BITTERMILK LLC,166717,BITTERMILK BOURBON AGED OLD FASHIONED - .51OZ,1.06,0.0,0.0,2020-09-01,104.67309393453672,5.066327815175181,3.2078787595436165,1.098191032118332,4.7,0.0,0.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
BITTERMILK LLC,166721,BITTERMILK OLD FASHIONED SET- 251ML,3.0,0.0,0.0,2020-09-01,104.67309393453672,5.066327815175181,3.2078787595436165,2.9843702418377704,4.7,0.0,0.0,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
GRAPES OF SPAIN INC,323076,BIUTIFUL CAVA N/V - 750ML,0.0,0.0,9.0,2020-03-01,101.56132064072577,5.086093471928478,3.3562563943552,0.0,4.9,18.0,13.5,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
